iter	Logloss
508	0.4819342066
509	0.4818308696
510	0.4817496869
511	0.4816639301
512	0.481569695
513	0.4814909594
514	0.4814462849
515	0.4813897978
516	0.4812899678
517	0.4811915285
518	0.4811149915
519	0.481040647
520	0.4809636886
521	0.4809576799
522	0.4809087292
523	0.4809056153
524	0.4808873481
525	0.480787419
526	0.4805988641
527	0.4805041331
528	0.4803630967
529	0.4803226019
530	0.4802222317
531	0.4801565724
532	0.4801214086
533	0.4801058393
534	0.4800597232
535	0.4800413565
536	0.4799287672
537	0.47985295
538	0.4798206837
539	0.4796786224
540	0.4795751029
541	0.4794941611
542	0.479410668
543	0.4793050236
544	0.4792138245
545	0.479125155
546	0.4790843635
547	0.4789879047
548	0.4789070744
549	0.478829082
550	0.4787278777
551	0.4786350737
552	0.4786245052
553	0.4785710809
554	0.4784908818
555	0.4783889981
556	0.4783755289
557	0.4782899255
558	0.4781924907
559	0.4781268978
560	0.4780426471
561	0.4779644227
562	0.4779029008
563	0.4778533012
564	0.4777658498
565	0.4777400084
566	0.4776835991
567	0.4775744925
568	0.4775023552
569	0.4774043912
570	0.4774003449
571	0.4772637433
572	0.4771956295
573	0.4770783346
574	0.4770535862
575	0.4769901671
576	0.476915943
577	0.4768858426
578	0.4768330658
579	0.4767349648
580	0.4767190499
581	0.4766731572
582	0.4766180338
583	0.4765508953
584	0.4765487203
585	0.4765102146
586	0.4763527824
587	0.476330649
588	0.4762583825
589	0.4762000706
590	0.4760487171
591	0.475971525
592	0.4758669408
593	0.4758660587
594	0.475776525
595	0.4757514782
596	0.4756477046
597	0.4755631583
598	0.4754784232
599	0.4754181889
600	0.4753739212
601	0.4752383768
602	0.4751711077
603	0.4750923021
604	0.4749955585
605	0.4749034698
606	0.4747758464
607	0.4746961425
608	0.4746444724
609	0.4745957921
610	0.4744654318
611	0.4743373687
612	0.4742775479
613	0.4742101772
614	0.4741510976
615	0.4741444803
616	0.4740616617
617	0.4739179027
618	0.4738671182
619	0.4738290685
620	0.4737220168
621	0.473655205
622	0.4736068894
623	0.4734911341
624	0.4734266987
625	0.4733550837
626	0.4733211523
627	0.4732809731
628	0.473159997
629	0.4730967251
630	0.4730358475
631	0.4729710232
632	0.4729662826
633	0.4728548383
634	0.4727909724
635	0.4726906897
636	0.4725995514
637	0.4725448799
638	0.4724689239
639	0.4723579211
640	0.4722382876
641	0.4721766488
642	0.4721371898
643	0.4720957269
644	0.4720122783
645	0.471904117
646	0.4718633921
647	0.4717632531
648	0.4717405325
649	0.4716435144
650	0.4715674085
651	0.4714888862
652	0.4714871264
653	0.4714364714
654	0.471366482
655	0.4713322966
656	0.471292356
657	0.4712215987
658	0.4711676641
659	0.4711162157
660	0.4710978352
661	0.4710578686
662	0.4710149182
663	0.470970142
664	0.4709206319
665	0.4708584352
666	0.4708223026
667	0.4708160682
668	0.4707099842
669	0.4706367734
670	0.4705201419
671	0.4704942444
672	0.470391249
673	0.4702536103
674	0.4702280577
675	0.4701758104
676	0.4701166845
677	0.4700727176
678	0.4700210907
679	0.4699377169
680	0.4698815072
681	0.4698028562
682	0.4696925842
683	0.4696410818
684	0.4696250292
685	0.4695329846
686	0.4694889353
687	0.4694110709
688	0.4693749122
689	0.4692471584
690	0.4692323373
691	0.4691613098
692	0.469081025
693	0.4690290228
694	0.4689172386
695	0.4688601477
696	0.4688396467
697	0.4687247089
698	0.4686810536
699	0.4686082876
700	0.4685707016
701	0.468491178
702	0.4684202649
703	0.4683473182
704	0.4682973911
705	0.4682695871
706	0.4681983771
707	0.4681819808
708	0.4681044389
709	0.4680823938
710	0.4679464514
711	0.4678635678
712	0.4678064167
713	0.4677611445
714	0.4676783216
715	0.4676053655
716	0.4675739444
717	0.467521138
718	0.4674371872
719	0.4673683063
720	0.467331871
721	0.4673306699
722	0.4673038539
723	0.4671973857
724	0.4671130162
725	0.4670779397
726	0.4669354712
727	0.4668757336
728	0.4668240356
729	0.4667174782
730	0.4666624606
731	0.4666355668
732	0.4665651459
733	0.4665134874
734	0.4664145913
735	0.4663717017
736	0.4663052188
737	0.4662782748
738	0.4662134954
739	0.4661780571
740	0.4661094674
741	0.46601048
742	0.4659642082
743	0.4659263006
744	0.4659121834
745	0.4658570439
746	0.4657461544
747	0.4656633364
748	0.465598312
749	0.4655642071
750	0.4655345904
751	0.4655002405
752	0.465453927
753	0.4654504101
754	0.4653560238
755	0.4652983414
756	0.4652219055
757	0.4651478461
758	0.4651214773
759	0.4650563006
760	0.465013505
761	0.4649720271
762	0.4649136837
763	0.464815432
764	0.4647680948
765	0.4647313859
766	0.4646084395
767	0.4645578731
768	0.4645080158
769	0.4644115721
770	0.4643868878
771	0.4643485485
772	0.4642596548
773	0.4641969197
774	0.464165459
775	0.4641558756
776	0.4640784885
777	0.4640533452
778	0.4639777345
779	0.4639633556
780	0.4639186048
781	0.4639173568
782	0.4638843819
783	0.4638083922
784	0.4637005282
785	0.4636303355
786	0.4635179201
787	0.4634461241
788	0.4633604789
789	0.4632908953
790	0.4632565432
791	0.4632551379
792	0.4632030055
793	0.4631479223
794	0.4630522278
795	0.4629664795
796	0.462923578
797	0.4628644212
798	0.4628060496
799	0.4627849357
800	0.4627234712
801	0.462682975
802	0.4625817328
803	0.4624846506
804	0.4624490152
805	0.4623739342
806	0.4623125164
807	0.4622629498
808	0.4622202312
809	0.4621137298
810	0.4620076526
811	0.4619553439
812	0.4618991668
813	0.4618002088
814	0.4617241637
815	0.461659044
816	0.4616414273
817	0.4615187554
818	0.4614358284
819	0.461396444
820	0.4613024981
821	0.4612489984
822	0.4612091451
823	0.4611378383
824	0.4610900797
825	0.4610180352
826	0.4609895148
827	0.4609883551
828	0.4608673037
829	0.4608146485
830	0.4607852788
831	0.4607657502
832	0.4607259104
833	0.4606125255
834	0.4605643699
835	0.4604474762
836	0.4603794514
837	0.4603398114
838	0.4602549612
839	0.4601891028
840	0.4601816189
841	0.4601500885
842	0.4601136226
843	0.4600158785
844	0.459977179
845	0.4599093149
846	0.4598161157
847	0.4597170574
848	0.4596538978
849	0.4596123456
850	0.4595684699
851	0.4594762708
852	0.4593398645
853	0.4592413943
854	0.4592315904
855	0.4591961369
856	0.4591349312
857	0.4590733429
858	0.4590229589
859	0.4589296553
860	0.4588770348
861	0.4588430293
862	0.4588375107
863	0.4587948619
864	0.458738543
865	0.4586556382
866	0.4586468449
867	0.4586056687
868	0.4585496373
869	0.4584820173
870	0.4584391743
871	0.4583530338
872	0.4582562483
873	0.4581329157
874	0.4580082247
875	0.4579091721
876	0.45784803
877	0.4578314053
878	0.4577873158
879	0.4577451251
880	0.4577211608
881	0.4576797016
882	0.457558155
883	0.4574973135
884	0.4574683898
885	0.457381827
886	0.4573206465
887	0.4572546564
888	0.457210104
889	0.4572032687
890	0.4571060923
891	0.4570570735
892	0.4569956902
893	0.4569727703
894	0.4569139326
895	0.4568408477
896	0.4567910648
897	0.4567338538
898	0.4567313237
899	0.4566855395
900	0.4565938674
901	0.4565658523
902	0.4565148758
903	0.4564861115
904	0.4564183183
905	0.456367043
906	0.4563134009
907	0.4562653294
908	0.4561988317
909	0.4561779551
910	0.4561324288
911	0.4560996176
912	0.4560119657
913	0.4559788674
914	0.455916836
915	0.4558351839
916	0.4557929895
917	0.45575081
918	0.4556841051
919	0.4555726721
920	0.4554656909
921	0.4554185875
922	0.4553832692
923	0.4553143414
924	0.455272875
925	0.4552290004
926	0.4551656373
927	0.4551144228
928	0.4550834101
929	0.4550137964
930	0.4549602723
931	0.4549083595
932	0.4548879977
933	0.4548246865
934	0.4547685331
935	0.4547613039
936	0.4547463139
937	0.4546863846
938	0.4546352204
939	0.4545616007
940	0.4545366603
941	0.4545312379
942	0.4544621598
943	0.454440821
944	0.4544292511
945	0.4543383417
946	0.4542769775
947	0.4542095272
948	0.4541495786
949	0.4541214125
950	0.4540796486
951	0.4540590332
952	0.4540105216
953	0.4539778658
954	0.4539299767
955	0.4538690383
956	0.4538020128
957	0.453755469
958	0.4536677505
959	0.4536344507
960	0.4536085594
961	0.4535575128
962	0.4534991304
963	0.4534275205
964	0.4533625877
965	0.4532780133
966	0.4532530418
967	0.4532306684
968	0.4531662424
969	0.4531609318
970	0.4531411634
971	0.4531353087
972	0.453071899
973	0.4529779893
974	0.4529081606
975	0.4528583159
976	0.4528264862
977	0.452759339
978	0.4526984308
979	0.4526909616
980	0.4526392339
981	0.4525347836
982	0.4524807584
983	0.4523990774
984	0.4523466087
985	0.4522755654
986	0.4522511765
987	0.452207442
988	0.4521813845
989	0.4521744085
990	0.4521276043
991	0.4520838013
992	0.4519896238
993	0.4519340771
994	0.4519084446
995	0.4518743311
996	0.4518453963
997	0.451742133
998	0.4516790036
999	0.4516548041
